order_id,order_date,product_category,quantity,unit_price,total_cost,supplier_name,supplier_location,lead_time_days,warehouse_destination,delivery_date,actual_delivery_days,delivery_status,on_time,product_defects,return_status
Ord-0537,2023-10-27,Sensors,73,1360.93,99347.89,Supplier B,Germany,21,Warehouse_2,2023-11-17,21,Delivered,Yes,0.0,No Return
Ord-0538,,Control Systems,25,4163.45,104086.25,Supplier A,Usa,10,Warehouse_2,2022-02-20,10,Delivered,Yes,0.0,
Ord-0539,,Motors,10,2978.19,29781.9,Suppliera,Usa,6,Warehouse_4,2022-02-16,6,Delivered,Yes,0.0,No Return
Ord-0540,,Motors,18,2220.31,39965.58,Supplier A,Usa,10,Warehouse_2,2023-10-14,10,Delivered,Yes,0.0,No Return
Ord-0541,,Sensors,16,543.87,8701.92,Supplier C,China,34,Warehouse_3,2022-09-09,34,Delayed,Yes,0.0,No Return
Ord-0542,,Pumps,22,3772.88,83003.36,Supplier D,India,27,Warehouse_4,,27,Delivered,Yes,4.0,Partial Return
Ord-0543,,Motors,52,2442.81,127026.12,Suppliera,Usa,6,Warehouse_2,2022-01-31,6,Delayed,Yes,0.0,No Return
Ord-0544,,Connectors,7,277.39,1941.73,Supplier E,Mexico,25,Warehouse_1,2022-07-30,25,Delivered,Yes,0.0,No Return
Ord-0545,,Valves,5,1167.53,5837.65,Supplier C,China,38,Warehouse_5,2022-10-15,38,Delayed,Yes,,No Return
Ord-0546,,Fasteners,32,119.83,3834.56,Supplier E,Mexico,26,Warehouse_4,2022-12-06,26,Delivered,Yes,0.0,No Return
Ord-0547,,Control Systems,21,3390.61,71202.81,Suppliera,Usa,8,Warehouse_2,2022-01-27,8,Delivered,Yes,0.0,No Return
Ord-0548,,Control Systems,27,2267.48,61221.96,Supplier A,Usa,14,Warehouse_3,2022-10-19,14,Delivered,Yes,0.0,No Return
Ord-0549,,Fasteners,35,125.39,4388.65,Suppliere,Mexico,26,Warehouse_1,2023-06-29,26,Delivered,Yes,0.0,No Return
Ord-0550,,Control Systems,21,4082.7,85736.7,Suppliera,Usa,10,Warehouse_1,2024-01-10,10,Delivered,Yes,0.0,No Return
Ord-0551,,Fasteners,46,73.78,3393.88,Suppliere,Mexico,28,Warehouse_2,2023-05-15,28,Delivered,Yes,0.0,No Return
Ord-0552,,Pumps,12,1119.87,13438.44,Supplierc,China,32,Wh_2,2023-10-31,47,Delivered,No,0.0,No Return
Ord-0553,,Control Systems,25,3366.72,84168.0,Supplier A,Usa,5,Warehouse_1,2023-07-16,5,Delivered,Yes,0.0,No Return
Ord-0554,,Fasteners,12,97.91,1174.92,Suppliere,Mexico,15,Warehouse_1,2022-08-12,15,Delivered,Yes,2.0,Partial Return
Ord-0555,2023-02-16,Pumps,9,1905.55,17149.95,Supplierd,India,34,Warehouse_2,2023-03-22,34,Delayed,Yes,0.0,No Return
Ord-0556,2023-01-12,Valves,40,457.01,18280.4,Supplier C,China,37,Warehouse_4,,37,Delivered,Yes,8.0,Partial Return
Ord-0557,,Pumps,38,1588.2,60351.6,Supplier C,China,30,Warehouse_2,2023-08-03,30,Delivered,Yes,0.0,No Return
Ord-0558,,Sensors,5,540.04,2700.2,Supplierb,Germany,13,Warehouse_2,2023-10-03,13,Delivered,Yes,0.0,No Return
Ord-0559,,Sensors,9,1183.52,10651.68,Supplierc,China,22,Warehouse_1,2022-09-26,22,Delivered,Yes,0.0,No Return
Ord-0560,2023-01-26,Sensors,30,1387.26,41542.599548596045,Supplierb,Germany,17,Warehouse_5,2023-02-12,17,Delayed,Yes,0.0,No Return
Ord-0561,,Hydraulics,57,1268.24,72289.68,Supplier D,India,18,Warehouse_2,2022-07-14,18,Delivered,Yes,7.0,Full Return
Ord-0562,,Connectors,14,433.96,6075.44,Suppliere,Mexico,17,Warehouse_1,2023-07-25,17,Delivered,Yes,0.0,No Return
Ord-0563,2022-12-09,Control Systems,21,3073.83,64550.43,Suppliera,Usa,12,Warehouse_1,2022-12-21,12,Delayed,Yes,0.0,No Return
Ord-0564,,Pumps,7,3734.25,26139.75,Supplierc,China,31,Warehouse_2,2024-02-08,39,Delayed,No,0.0,No Return
Ord-0565,,Sensors,182,664.22,120888.04,Supplierb,Germany,18,Warehouse_3,2022-04-02,18,Delivered,Yes,0.0,No Return
Ord-0566,,Connectors,35,446.32,15505.636705138091,Suppliere,Mexico,20,Warehouse_1,2023-06-17,20,Delivered,Yes,0.0,No Return
Ord-0567,,Pumps,50,1282.54,64127.0,Supplierc,China,33,Warehouse_1,2022-07-03,33,Delivered,Yes,0.0,No Return
Ord-0568,,Motors,41,3199.6,131183.6,Suppliera,Usa,11,Warehouse_1,2023-04-08,11,Delivered,Yes,0.0,No Return
Ord-0569,,Pumps,51,1512.9,77157.9,Supplierd,India,33,Warehouse_1,2022-02-15,33,Delivered,Yes,0.0,No Return
Ord-0570,,Connectors,39,163.0,6357.0,Suppliere,Mexico,28,Warehouse_6,2024-01-10,33,Delivered,No,,No Return
Ord-0571,,Connectors,18,251.4,4525.2,Suppliere,Mexico,26,Warehouse_6,2023-06-29,26,Delievered,Yes,,No Return
Ord-0572,2023-09-25,Pumps,44,1816.15,79910.6,Supplierd,India,28,Warehouse_4,2023-10-23,28,Delivered,Yes,0.0,No Return
Ord-0573,,Motors,26,1652.15,42955.9,Suppliera,Usa,9,Warehouse_1,2022-05-09,9,Delivered,Yes,0.0,No Return
Ord-0574,,Control Systems,69,2481.66,171234.54,Supplier A,Usa,16,Warehouse_1,2022-12-04,16,Delivered,Yes,0.0,
Ord-0575,,Control Systems,13,1996.31,25952.03,Suppliera,Usa,7,Warehouse_3,2023-02-21,7,Delivered,Yes,0.0,
Ord-0576,,Control Systems,15,1693.63,25404.45,Supplier A,Usa,7,Warehouse_3,2023-06-13,7,Delivered,Yes,0.0,No Return
Ord-0577,,Pumps,41,3531.32,144784.12,Supplierc,China,39,Warehouse_4,2023-02-03,39,Delayed,Yes,0.0,No Return
Ord-0578,,Pumps,68,2114.7,143799.6,Supplierc,China,25,Warehouse_3,2023-05-18,25,Delivered,Yes,0.0,No Return
Ord-0579,,Sensors,27,1299.6,35089.2,Supplierb,Germany,26,Warehouse_2,2023-01-15,26,Delivered,Yes,0.0,No Return
Ord-0580,,Control Systems,13,1785.18,23207.34,Suppliera,Usa,7,Warehouse_1,2023-01-22,7,Delivered,Yes,0.0,
Ord-0581,2023-09-07,Motors,22,3723.52,81917.44,Supplierb,Germany,14,Warehouse_4,2023-10-06,29,Delivered,No,0.0,No Return
Ord-0582,,Motors,16,4553.1,72849.6,Suppliera,Usa,8,Warehouse_4,,8,Delayed,Yes,0.0,No Return
Ord-0583,2023-07-12,Connectors,111,382.61,42469.71,Suppliere,Mexico,27,Warehouse_2,2023-08-08,27,Delivered,Yes,,No Return
Ord-0584,,Valves,50,1068.91,53445.5,Supplierb,Germany,16,Warehouse_1,2022-04-02,16,Delivered,Yes,0.0,No Return
Ord-0585,,Pumps,67,2193.99,146715.92710507932,Supplier C,China,37,Warehouse_1,2023-08-23,37,Delivered,Yes,0.0,No Return
Ord-0586,,Control Systems,31,2012.02,62372.62,Supplier A,Usa,11,Warehouse_6,2023-08-18,11,Delivered,Yes,0.0,No Return
Ord-0587,,Sensors,15,607.44,9111.6,Supplierc,China,28,Warehouse_3,2022-04-01,38,Delivered,No,0.0,No Return
Ord-0588,,Motors,62,2127.93,131922.1966860879,Suppliera,Usa,16,Warehouse_2,2023-01-10,16,Delivered,Yes,0.0,No Return
Ord-0589,,Valves,92,836.31,76596.16233177859,Supplierc,China,33,Warehouse_1,2022-08-04,42,In-Transit,No,0.0,No Return
Ord-0590,,Sensors,39,1051.38,40276.38809851041,Supplierc,China,44,Warehouse_3,2022-07-23,44,Delivered,Yes,0.0,No Return
Ord-0591,,Control Systems,24,2926.29,70230.96,Supplier A,Usa,15,Warehouse_1,2024-01-14,15,Delivered,Yes,0.0,No Return
Ord-0592,,Motors,58,1554.31,90149.98,Supplier B,Germany,17,Warehouse_1,2022-02-02,17,Delivered,Yes,1.0,Partial Return
Ord-0593,,Control Systems,18,2379.25,42826.5,Suppliera,Usa,6,Wh_2,2022-06-04,6,Delivered,Yes,0.0,No Return
Ord-0594,,Connectors,45,215.57,9700.65,Supplier E,Mexico,16,Warehouse_3,2022-10-05,16,Delivered,Yes,0.0,No Return
Ord-0595,2022-11-16,Fasteners,13,79.77,1037.01,Suppliere,Mexico,28,Warehouse_1,2022-12-14,28,Delivered,Yes,0.0,No Return
Ord-0596,,Pumps,11,3114.25,34256.75,Supplierd,India,28,Warehouse_2,,34,Delivered,No,0.0,No Return
Ord-0597,,Control Systems,38,2578.66,97989.08,Supplier A,Usa,15,Warehouse_2,2024-01-17,22,Delivered,No,0.0,No Return
Ord-0598,,Connectors,32,141.96,4542.72,Suppliere,Mexico,14,Warehouse_1,2022-06-19,14,Delayed,Yes,0.0,No Return
Ord-0599,,Motors,112,3573.33,400212.96,Supplier B,Germany,17,Warehouse_1,2023-05-07,17,Delivered,Yes,0.0,No Return
Ord-0600,,Valves,19,493.26,9371.94,Supplierb,Germany,16,Warehouse_1,2022-07-15,16,Delivered,Yes,0.0,No Return
Ord-0601,,Valves,24,658.21,15797.04,Supplier C,China,38,Warehouse_6,2023-07-17,38,Delivered,Yes,0.0,No Return
Ord-0602,,Pumps,9,2967.09,26703.81,Supplierc,China,29,Warehouse_2,2022-12-04,29,Delivered,Yes,0.0,No Return
Ord-0603,,Control Systems,5,1552.2,7761.0,Supplier A,Usa,6,Warehouse_1,2022-08-29,6,Delivered,Yes,0.0,No Return
Ord-0604,,Pumps,5,1619.54,8655.327297424856,Supplierd,India,23,Warehouse_1,,23,Delivered,Yes,0.0,No Return
Ord-0605,,Sensors,35,339.01,11865.35,Supplierc,China,30,Warehouse_2,2023-09-17,30,Delivered,Yes,0.0,No Return
Ord-0606,,Hydraulics,9,2251.51,20263.59,Supplierd,India,32,Warehouse_2,2023-08-15,32,Delivered,Yes,2.0,Partial Return
Ord-0607,,Pumps,60,1182.19,70931.4,Supplierc,China,47,Warehouse_1,2023-11-19,47,Delivered,Yes,4.0,Partial Return
Ord-0608,2022-06-15,Valves,76,972.67,73922.92,Supplierb,Germany,17,Wh_1,,17,Delivered,Yes,0.0,No Return
Ord-0609,2023-11-09,Connectors,19,109.15,2073.85,Suppliere,Mexico,20,Warehouse_6,2023-12-08,29,Delayed,No,0.0,No Return
Ord-0610,,Motors,92,2585.79,237892.68,Supplierb,Germany,14,Warehouse_2,,14,Delivered,Yes,0.0,No Return
Ord-0611,,Motors,29,3964.82,114979.78,Supplier A,Usa,9,Warehouse_1,2022-03-11,9,Delivered,Yes,0.0,No Return
Ord-0612,,Pumps,60,3616.84,217010.4,Supplierd,India,18,Warehouse_3,2023-03-09,18,Delivered,Yes,8.0,Partial Return
Ord-0613,,Control Systems,20,3218.84,64376.8,Suppliera,Usa,6,Warehouse_1,2023-09-29,6,Delivered,Yes,0.0,No Return
Ord-0614,,Hydraulics,52,1009.67,52502.84,Supplier D,India,34,Warehouse_1,2023-01-13,34,Delivered,Yes,0.0,No Return
Ord-0615,,Fasteners,11,204.83,2253.13,Supplier E,Mexico,21,Warehouse_4,2023-07-13,21,Delivered,Yes,0.0,No Return
Ord-0616,,Connectors,40,402.54,16101.6,Suppliere,Mexico,32,Warehouse_2,2023-12-18,32,Delivered,Yes,0.0,
Ord-0617,,Hydraulics,16,2292.0,36672.0,Supplierd,India,40,Warehouse_1,2022-12-10,40,Delivered,Yes,0.0,No Return
Ord-0618,,Pumps,22,972.34,21391.48,Supplierc,China,41,Warehouse_1,2023-10-31,41,Delivered,Yes,0.0,No Return
Ord-0619,2023-06-05,Fasteners,40,166.02,6640.8,Suppliere,Mexico,18,Warehouse_1,2023-06-23,18,Cancelled,Yes,0.0,No Return
Ord-0620,,Connectors,28,412.7,11555.6,Supplier E,Mexico,28,Warehouse_4,2022-12-12,37,Delivered,No,0.0,No Return
Ord-0621,,Valves,23,407.49,9372.27,Supplier B,Germany,17,Wh_5,,17,Delivered,No,0.0,No Return
Ord-0622,,Pumps,43,1986.55,85421.65,Supplierd,India,23,Warehouse_1,2022-03-23,23,Delivered,Yes,0.0,No Return
Ord-0623,,Hydraulics,46,1324.42,60923.32,Supplier D,India,35,Warehouse_1,2023-12-19,35,Delivered,Yes,0.0,No Return
Ord-0624,,Control Systems,8,2128.57,17028.56,Suppliera,Usa,15,Warehouse_6,2023-12-17,31,Delayed,No,3.0,Full Return
Ord-0625,,Fasteners,38,78.11,2968.18,Suppliere,Mexico,18,Warehouse_4,2023-05-17,18,Delivered,Yes,1.0,
Ord-0626,,Connectors,41,340.92,13977.72,Suppliere,Mexico,22,Warehouse_6,,22,Delayed,Yes,0.0,No Return
Ord-0627,,Motors,13,3343.37,43463.81,Supplierb,Germany,11,Warehouse_5,2022-11-16,11,Delayed,Yes,0.0,No Return
Ord-0628,,Motors,33,3392.4,111949.2,Supplier A,Usa,20,Warehouse_3,2023-12-31,20,Delivered,Yes,0.0,No Return
Ord-0629,2023-11-21,Hydraulics,8,2267.87,18142.96,Supplier D,India,38,Warehouse_2,,38,Delivered,Yes,0.0,No Return
Ord-0630,,Motors,77,4582.92,352884.84,Suppliera,Usa,6,Warehouse_1,2022-08-28,6,Cancelled,Yes,0.0,No Return
Ord-0631,,Control Systems,20,3487.12,69742.4,Suppliera,Usa,13,Warehouse_2,2022-12-07,13,Delivered,Yes,0.0,No Return
Ord-0632,,Sensors,23,388.05,8925.15,Supplier C,China,43,Warehouse_1,2023-06-23,43,Delivered,Yes,0.0,No Return
Ord-0633,,Valves,63,604.34,38073.42,Supplierc,China,26,Warehouse_5,2023-03-20,26,Cancelled,Yes,0.0,No Return
Ord-0634,,Sensors,21,671.1,14093.1,Supplierc,China,41,Warehouse_3,2023-03-13,55,Delivered,No,0.0,No Return
Ord-0635,,Motors,39,1558.74,60790.86,Suppliera,Usa,12,Warehouse_2,2023-07-28,12,Delivered,Yes,0.0,No Return
Ord-0636,,Hydraulics,10,1345.17,13451.7,Supplierd,India,20,Warehouse_5,2023-01-27,20,Delayed,Yes,0.0,No Return
Ord-0637,,Pumps,15,2639.5,39592.5,Supplierc,China,36,Warehouse_1,2024-01-20,36,Delivered,Yes,0.0,
Ord-0638,2023-08-02,Motors,8,2734.72,21877.76,Suppliera,Usa,10,Warehouse_3,,10,Delivered,Yes,0.0,No Return
Ord-0639,2022-07-06,Sensors,20,497.39,9947.8,Supplier B,Germany,9,Warehouse_6,2022-07-28,22,Delivered,No,0.0,No Return
Ord-0640,,Sensors,55,360.71,19839.05,Supplier B,Germany,16,Warehouse_5,2023-07-20,16,Delivered,Yes,0.0,No Return
Ord-0641,,Sensors,29,1282.46,37191.34,Supplier B,Germany,21,Warehouse_1,2022-12-16,21,Delayed,Yes,0.0,No Return
Ord-0642,,Valves,49,1297.57,63580.93,Supplierc,China,40,Warehouse_1,2023-08-26,40,Delayed,Yes,0.0,No Return
Ord-0643,,Valves,10,1326.94,13269.4,Supplierc,China,37,Warehouse_3,2022-08-22,37,Delivered,Yes,0.0,No Return
Ord-0644,,Motors,12,3201.54,38418.48,Supplierb,Germany,12,Wh_1,2022-01-23,12,Delivered,Yes,0.0,No Return
Ord-0645,,Motors,16,4600.0,73600.0,Supplierb,Germany,18,Warehouse_5,2022-08-12,18,Delivered,Yes,0.0,No Return
Ord-0646,,Control Systems,38,2968.3,112795.4,Suppliera,Usa,6,Warehouse_2,,6,Delivered,Yes,0.0,No Return
Ord-0647,,Valves,32,579.29,18537.28,Supplier B,Germany,14,Warehouse_1,2022-01-23,19,Delivered,No,0.0,No Return
Ord-0648,,Motors,24,2391.64,57399.36,Supplier B,Germany,17,Warehouse_1,2022-12-02,17,Delivered,Yes,0.0,No Return
Ord-0649,,Valves,40,856.43,34257.2,Supplier B,Germany,13,Wh_1,,31,Delayed,No,0.0,No Return
Ord-0650,,Sensors,21,304.86,6402.06,Supplierb,Germany,9,Warehouse_6,2022-08-25,9,Delivered,Yes,0.0,No Return
Ord-0651,,Valves,24,389.55,9349.2,Supplierb,Germany,12,Warehouse_2,,12,Delivered,Yes,5.0,Full Return
Ord-0652,,Motors,69,1846.98,127441.62,Suppliera,Usa,12,Warehouse_1,2022-06-17,12,Delivered,Yes,0.0,No Return
Ord-0653,,Fasteners,15,191.8,2877.0,Suppliere,Mexico,17,Warehouse_2,2022-04-15,17,Delivered,Yes,0.0,No Return
Ord-0654,,Sensors,28,489.01,13692.28,Supplierb,Germany,8,Warehouse_4,2023-05-07,8,Delayed,Yes,0.0,No Return
Ord-0655,,Hydraulics,89,2329.4,207316.6,Supplier D,India,18,Warehouse_6,2022-02-27,18,Delivered,Yes,0.0,No Return
Ord-0656,,Fasteners,26,188.5,4901.0,Suppliere,Mexico,34,Warehouse_4,2023-02-02,34,Delivered,Yes,0.0,No Return
Ord-0657,,Valves,43,1111.37,47788.91,Supplierc,China,22,Warehouse_5,2022-09-13,22,Delivered,Yes,0.0,No Return
Ord-0658,,Connectors,15,109.25,1638.75,Suppliere,Mexico,26,Warehouse_3,2024-01-12,26,Delivered,Yes,0.0,No Return
Ord-0659,2023-10-29,Valves,117,691.35,80887.95,Supplierc,China,37,Warehouse_1,2023-12-18,50,Delivered,No,0.0,No Return
Ord-0660,,Fasteners,5,170.19,850.95,Suppliere,Mexico,30,Warehouse_3,2023-02-01,30,Delivered,Yes,0.0,No Return
Ord-0661,,Motors,9,3987.87,36387.17325830755,Suppliera,Usa,5,Warehouse_5,2023-04-26,5,Delivered,Yes,0.0,No Return
Ord-0662,,Control Systems,10,2476.75,24767.5,Suppliera,Usa,9,Warehouse_5,2023-08-08,9,Delayed,Yes,0.0,No Return
Ord-0663,,Sensors,89,932.96,83033.44,Supplierc,China,28,Warehouse_2,2022-04-28,28,Delivered,Yes,0.0,No Return
Ord-0664,,Motors,32,4464.3,142857.6,Supplierb,Germany,9,Wh_1,2022-02-26,9,Delivered,Yes,0.0,No Return
Ord-0665,,Sensors,19,884.08,16797.52,Supplierb,Germany,10,Warehouse_4,2022-07-18,10,Delivered,Yes,0.0,No Return
Ord-0666,,Pumps,8,3468.25,27746.0,Supplierc,China,34,Warehouse_2,,45,Delivered,No,0.0,No Return
Ord-0667,,Control Systems,32,2040.85,65307.2,Suppliera,Usa,9,Warehouse_1,2023-06-09,16,Delivered,No,0.0,No Return
Ord-0668,,Valves,26,670.19,17424.94,Supplierc,China,29,Warehouse_1,,29,Delivered,Yes,0.0,No Return
Ord-0669,,Valves,14,1251.48,17520.72,Supplier C,China,38,Wh_1,2023-07-02,38,Delivered,Yes,0.0,No Return
Ord-0670,,Pumps,7,1618.51,11329.57,Supplierc,China,39,Warehouse_1,2022-02-16,39,Pendng,Yes,0.0,No Return
Ord-0671,,Pumps,10,3663.55,36635.5,Supplierd,India,19,Warehouse_3,2023-09-17,19,Delivered,Yes,0.0,No Return
Ord-0672,,Sensors,29,1323.96,38394.84,Supplier C,China,32,Warehouse_4,2023-04-09,32,Delivered,Yes,0.0,No Return
Ord-0673,,Connectors,31,354.98,11004.38,Suppliere,Mexico,15,Warehouse_2,2023-06-08,15,Delivered,Yes,0.0,
Ord-0674,,Motors,26,2624.85,68246.1,Supplier B,Germany,14,Warehouse_5,2023-09-20,14,Delivered,Yes,0.0,No Return
Ord-0675,,Pumps,21,2136.81,44873.01,Supplier C,China,36,Warehouse_1,2023-12-03,36,Delivered,Yes,0.0,No Return
Ord-0676,,Hydraulics,5,1253.4,6267.0,Supplier D,India,31,Warehouse_1,2023-12-17,31,Delivered,Yes,0.0,No Return
Ord-0677,,Pumps,25,3381.19,84117.53238115505,Supplierc,China,35,Warehouse_2,2024-01-24,35,Delivered,Yes,0.0,
Ord-0678,,Pumps,10,1929.77,19297.7,Supplier D,India,33,Warehouse_1,2023-09-15,33,In-Transit,Yes,0.0,
Ord-0679,,Sensors,25,563.06,14076.5,Supplierb,Germany,18,Warehouse_1,2022-10-07,18,Delivered,Yes,0.0,No Return
Ord-0680,,Control Systems,35,3691.35,129197.25,Suppliera,Usa,12,Warehouse_2,2023-10-28,12,Delivered,Yes,0.0,No Return
Ord-0681,,Hydraulics,14,1253.84,17553.76,Supplierd,India,30,Warehouse_1,2022-11-16,30,Delayed,Yes,0.0,No Return
Ord-0682,,Control Systems,10,2593.71,25937.1,Suppliera,Usa,7,Warehouse_3,2023-09-21,7,Delivered,No,0.0,No Return
Ord-0683,,Motors,54,3504.31,189232.74,Supplier A,Usa,15,Warehouse_2,2023-12-25,15,Delivered,Yes,0.0,
Ord-0684,,Valves,32,436.96,13982.72,Supplierb,Germany,13,Warehouse_1,2022-10-08,13,Delivered,Yes,,No Return
Ord-0685,2023-07-16,Motors,14,3287.13,46019.82,Supplier B,Germany,17,Warehouse_4,2023-08-02,17,Delayed,Yes,0.0,No Return
Ord-0686,2022-11-17,Pumps,5,3644.16,18220.8,Supplierd,India,26,Warehouse_1,2022-12-13,26,Delivered,Yes,2.0,Full Return
Ord-0687,2023-05-23,Control Systems,23,2599.28,59783.44,Suppliera,Usa,5,Warehouse_2,2023-05-28,5,Delivered,Yes,0.0,No Return
Ord-0688,,Motors,40,2205.08,88203.2,Suppliera,Usa,10,Warehouse_1,2023-04-18,10,Delivered,Yes,0.0,No Return
Ord-0689,,Pumps,60,3090.52,185431.2,Supplierc,China,41,Wh_1,2022-09-14,59,Delivered,No,0.0,No Return
Ord-0690,,Motors,14,3999.66,55995.24,Suppliera,Usa,7,Warehouse_1,2023-09-11,7,Delivered,Yes,0.0,No Return
Ord-0691,,Motors,14,3955.95,55383.3,Supplierb,Germany,18,Warehouse_2,2023-09-28,18,Delayed,Yes,0.0,No Return
Ord-0692,,Hydraulics,17,1566.0,26622.0,Supplierd,India,21,Warehouse_3,2023-11-01,21,Delivered,Yes,,No Return
Ord-0693,,Valves,47,1117.46,52520.62,Supplierc,China,45,Warehouse_1,2023-07-13,45,Delivered,Yes,0.0,No Return
Ord-0694,,Pumps,9,1388.15,12357.716966968876,Supplierd,India,28,Warehouse_2,2023-03-05,28,Delivered,Yes,0.0,No Return
Ord-0695,,Motors,22,3497.05,77276.89158892326,Supplierb,Germany,23,Wh_3,2024-01-09,23,Pendng,Yes,0.0,No Return
Ord-0696,,Motors,11,3022.93,33252.23,Supplier A,Usa,6,Warehouse_1,2023-03-31,6,Delivered,Yes,0.0,No Return
Ord-0697,,Pumps,30,2168.16,65044.8,Supplier C,China,45,Warehouse_5,2023-02-16,45,Delivered,Yes,0.0,No Return
Ord-0698,,Valves,7,1334.29,9340.03,Supplier B,Germany,17,Warehouse_1,2023-08-13,17,Delayed,No,,No Return
Ord-0699,,Hydraulics,33,1742.78,57511.74,Supplierd,India,30,Warehouse_1,2023-12-19,44,Delayed,No,0.0,No Return
Ord-0700,,Valves,16,1276.84,20429.44,Supplierb,Germany,10,Warehouse_4,2022-05-23,10,Delivered,Yes,0.0,No Return
Ord-0701,,Connectors,20,107.97,2159.4,Suppliere,Mexico,27,Warehouse_2,2023-12-03,40,Delivered,No,0.0,No Return
Ord-0702,,Valves,37,1210.43,44785.91,Supplierb,Germany,11,Warehouse_2,2023-05-07,11,Delivered,Yes,0.0,No Return
Ord-0703,,Motors,61,1518.8,92646.8,Supplier B,Germany,16,Warehouse_1,2022-02-01,16,Delivered,Yes,,
Ord-0704,,Hydraulics,6,2551.33,15307.98,Supplierd,India,24,Warehouse_2,2023-02-21,31,Delivered,No,5.0,Partial Return
Ord-0705,,Fasteners,54,201.55,10883.7,Suppliere,Mexico,16,Warehouse_2,2023-03-21,31,Delivered,No,0.0,No Return
Ord-0706,2023-11-24,Connectors,38,268.73,10211.74,Suppliere,Mexico,28,Warehouse_3,2023-12-22,28,Delivered,Yes,0.0,No Return
Ord-0707,,Hydraulics,19,2489.79,47306.01,Supplierd,India,31,Warehouse_5,2023-01-06,31,Delivered,Yes,0.0,No Return
Ord-0708,,Control Systems,75,2038.0,152850.0,Suppliera,Usa,12,Warehouse_4,2022-02-19,12,Delivered,Yes,0.0,No Return
Ord-0709,,Hydraulics,28,2494.1,69834.8,Supplierd,India,31,Warehouse_6,2022-07-29,31,Delivered,Yes,0.0,No Return
Ord-0710,,Pumps,69,3718.85,256600.65,Supplierd,India,35,Warehouse_3,2023-06-08,35,Delivered,Yes,0.0,No Return
Ord-0711,2023-05-10,Control Systems,15,2947.59,44213.85,Suppliera,Usa,11,Warehouse_4,2023-05-21,11,Delivered,Yes,0.0,No Return
Ord-0712,,Control Systems,12,3746.81,44961.72,Suppliera,Usa,12,Warehouse_2,2022-12-18,12,Delayed,Yes,0.0,No Return
Ord-0713,,Valves,65,1206.96,78452.4,Supplier C,China,44,Warehouse_1,2022-11-15,44,Delivered,Yes,0.0,No Return
Ord-0714,,Control Systems,138,2840.9,392044.2,Suppliera,Usa,17,Warehouse_2,2024-01-02,17,Delivered,Yes,0.0,No Return
Ord-0715,2022-10-15,Motors,40,1629.14,65165.6,Supplierb,Germany,20,Warehouse_3,2022-11-04,20,Delayed,Yes,0.0,No Return
Ord-0716,,Connectors,50,429.82,21491.0,Suppliere,Mexico,25,Warehouse_4,,25,Delayed,Yes,0.0,No Return
Ord-0717,,Motors,16,4039.73,64635.68,Supplier A,Usa,8,Warehouse_2,2022-05-02,25,Delivered,No,0.0,No Return
Ord-0718,,Connectors,8,212.02,1696.16,Suppliere,Mexico,26,Warehouse_2,2023-07-11,26,Cancelled,Yes,0.0,No Return
Ord-0719,,Motors,20,3655.05,73101.0,Suppliera,Usa,12,Warehouse_4,2022-01-26,24,Delivered,No,0.0,No Return
Ord-0720,,Sensors,81,506.73,41045.13,Supplierb,Germany,8,Wh_6,2022-05-30,8,Delivered,Yes,0.0,No Return
Ord-0721,,Connectors,5,380.05,1900.25,Supplier E,Mexico,18,Warehouse_3,2023-05-07,18,Delivered,Yes,,No Return
Ord-0722,,Fasteners,16,167.26,2676.16,Suppliere,Mexico,24,Wh_3,2023-03-05,24,Delayed,Yes,0.0,No Return
Ord-0723,,Pumps,5,2520.71,12603.55,Supplierc,China,43,Warehouse_1,2023-03-12,43,Delayed,Yes,0.0,No Return
Ord-0724,,Motors,26,3716.58,96631.08,Suppliera,Usa,10,Warehouse_2,2023-04-22,10,Delivered,Yes,0.0,No Return
Ord-0725,,Control Systems,49,2845.84,139446.16,Suppliera,Usa,11,Warehouse_2,2022-09-21,11,Delivered,Yes,0.0,No Return
Ord-0726,,Sensors,9,1348.71,12138.39,Supplier C,China,27,Warehouse_3,2023-05-08,27,Delivered,Yes,0.0,No Return
Ord-0727,,Motors,17,2380.93,40475.81,Supplier A,Usa,6,Warehouse_1,2022-06-10,6,Delivered,Yes,0.0,No Return
Ord-0728,,Control Systems,70,3028.96,212027.2,Suppliera,Usa,15,Warehouse_1,,15,Delivered,Yes,0.0,No Return
Ord-0729,,Motors,22,2003.95,44086.9,Supplier A,Usa,12,Warehouse_5,2022-05-29,26,Delivered,No,0.0,No Return
Ord-0730,,Control Systems,9,2733.69,24603.21,Suppliera,Usa,11,Warehouse_4,2023-07-05,11,Delivered,Yes,0.0,No Return
Ord-0731,,Pumps,8,3588.55,28708.4,Supplierd,India,19,Warehouse_1,,19,Delivered,Yes,0.0,No Return
Ord-0732,,Motors,5,2977.36,14886.8,Supplierb,Germany,8,Warehouse_3,2023-02-27,8,Delivered,Yes,0.0,No Return
Ord-0733,,Motors,45,2897.16,130372.2,Supplierb,Germany,14,Wh_2,2022-10-09,14,Delivered,Yes,0.0,No Return
Ord-0734,,Pumps,13,1372.26,17839.38,Supplierc,China,26,Warehouse_4,2023-06-27,26,Delivered,Yes,0.0,No Return
Ord-0735,,Fasteners,56,133.34,7467.04,Supplier E,Mexico,18,Warehouse_4,2022-08-03,18,In-Transit,Yes,0.0,No Return
